18;'NG HNQIS ICM.IPE-270';'NG HNQIS ICM.IPE-270-PE-Provider checks for dehydration – looks for sunken eyes, pinches the skin, offers the patient water if awake.';;'Provider checks for dehydration – looks for sunken eyes, pinches the skin, offers the patient water if awake.';'<p><strong>Assess for dehydration</strong></p><ul><li>Check for sunken eyes.</li><li>Pinch the skin of the abdomen. Determine if the skin pinch returns very slowly, (longer than 2 seconds) or slowly.</li><li>Check ability to drink.</li><li>Classify dehydration.<br/></li></ul>';'vvqluWcCCNa';270;0.14;0.14;3;53;;83
19;'NG HNQIS ICM.IPE-280';'NG HNQIS ICM.IPE-280-PE-Provider checks the temperature.';;'Provider checks the temperature.';'<p><strong>Fever is axillary temperature above 37.5°C and hypothermia is below 35.5°C</strong></p><ul><li>If fever is present, examine for measles, stiff neck, runny nose or other causes of fever.</li><li>Take blood sample for malaria testing if determined to have malaria risk.</li><li>Give paracetamol for fever above 38.5 and expose the child.</li><li>Classify the illness, identify treatment as per the guidelines.</li></ul>';'zglcakmSKvF';280;0.14;0.14;3;53;;83
20;'NG HNQIS ICM.IPE-290';'NG HNQIS ICM.IPE-290-PE-Provider takes blood sample for rapid diagnostic test or microscopy in the laboratory.';;'Provider takes blood sample for rapid diagnostic test or microscopy in the laboratory.';'<p>Parasitological diagnosis of malaria must be confirmed using Rapid Diagnostic Testing (RDT) or microscopy in the laboratory before giving any antimalarial.<br/>Giving antimalarial without testing leads to unnecessary use of ACTs which is expensive; may lead to early ACT resistance; and leads to delay in investigating the patient for the real cause of fever.</p>';'htaErlgpefN';290;0.14;0.14;3;53;;83
21;'NG HNQIS ICM.DTC-100';'NG HNQIS ICM.DTC-100-Diag1-DIAGNOSIS AND TREATMENT';;'DIAGNOSIS AND TREATMENT';;'pouTteKBMeu';100;0.00;0.00;4;49;;
22;'NG HNQIS ICM.DTC-110';'NG HNQIS ICM.DTC-110-Diag1-Diagnosis 1 based on supervisor''s observation';;'Diagnosis 1 based on supervisor''s observation';;'iUsy4tQRUJ4';110;0.00;0.00;4;50;;
23;'NG HNQIS ICM.DTC-120';'NG HNQIS ICM.DTC-120-Diag1-Treatment 1 administered';;'Treatment 1 administered';;'eBzesW7Rtbn';120;0.00;0.00;4;51;;
24;'NG HNQIS ICM.DTC-130';'NG HNQIS ICM.DTC-130-Diag1-Does diagnosis 1 match treatment 1?';;'Does diagnosis 1 match treatment 1?';'<a href="https://drive.google.com/open?id=0BxIl9Fv9u436NG1Va2tnNkp6aFk">Diagnosis Matrix</a><br /><br />
<a href="https://drive.google.com/open?id=0BxIl9Fv9u436UWF5d0dLNFZUNzQ">Treatment Matrix</a>';'l5OBdIAiAm7';130;0.25;0.25;4;89;;86
25;'NG HNQIS ICM.DTC-140';'NG HNQIS ICM.DTC-140-Diag1-COUNSELING';;'COUNSELING';;'Um9SuxaBx1f';140;0.00;0.00;4;49;;
26;'NG HNQIS ICM.DTC-150';'NG HNQIS ICM.DTC-150-Diag1-Provider counsels caregiver on proper dosage (no. of doses/days, side effects)';;'Provider counsels caregiver on proper dosage (no. of doses/days, side effects)';'<p><strong>Counsel on proper dosage</strong></p><ul><li>Counsel the mother on specific doses per day, total number of days, and potential side effects; including severe side effects that require a return visit to hospital.</li></ul>';'SYPBF0Vjtis';150;0.25;0.25;4;53;;86
27;'NG HNQIS ICM.DTC-160';'NG HNQIS ICM.DTC-160-Diag1-Provider gives first dose of oral medicine on site';;'Provider gives first dose of oral medicine on site';'<ul><li>Administer first dose of oral medication on site in front of caregiver and wait 30 minutes to ensure retention of drugs. Ensure caregiver understands how to administer at home.</li><li>If patient vomits within 30 minutes, repeat the dose.</li><li>For children with fever, advise the mother to expose the child and to tepid sponge whenever the child has fever in addition to giving paracetamol.</li></ul>';'U1WJwLFc3AB';160;0.25;0.25;4;53;;86
28;'NG HNQIS ICM.DTC-170';'NG HNQIS ICM.DTC-170-Diag1-Provider advises referral if condition worsens';;'Provider advises referral if condition worsens';'<p><strong>Advise referral if condition worsens</strong></p><ul><li>Explain to caregiver that child should be taken to tertiary facility if condition worsens.</li><li>Advise on various tertiary facility options.</li><li>If a referral is needed, write a comprehensive referral note, give supplies and instructions needed while the child is being transferred to the referral hospital.</li></ul>';'Wb0vJfA7swr';170;0.25;0.25;4;53;;86
29;'NG HNQIS ICM.DTC-180';'NG HNQIS ICM.DTC-180-Diag2-DIAGNOSIS AND TREATMENT';;'DIAGNOSIS AND TREATMENT';;'Bw1QETTa6oQ';180;0.00;0.00;5;49;;
30;'NG HNQIS ICM.DTC-190';'NG HNQIS ICM.DTC-190-Diag2-Was a second diagnosis made?';;'Was a second diagnosis made?';'<p>A child may have more than 1 illness. If a second illness is present, make a second diagnosis to be able treat each illness identified correctly.</p>';'HszrU1uNte7';190;0.00;0.00;5;53;;87
31;'NG HNQIS ICM.DTC-200';'NG HNQIS ICM.DTC-200-Diag2-Diagnosis 2 based on supervisor''s observation';;'Diagnosis 2 based on supervisor''s observation';;'V8VB73kZ4tP';200;0.00;0.00;5;50;30;
32;'NG HNQIS ICM.DTC-210';'NG HNQIS ICM.DTC-210-Diag2-Treatment 2 administered';;'Treatment 2 administered';;'XNB32M6MTm9';210;0.00;0.00;5;51;30;
33;'NG HNQIS ICM.DTC-220';'NG HNQIS ICM.DTC-220-Diag2-Does diagnosis 2 match treatment 2?';;'Does diagnosis 2 match treatment 2?';'<a href="https://drive.google.com/open?id=0BxIl9Fv9u436NG1Va2tnNkp6aFk">Diagnosis Matrix</a><br /><br />
<a href="https://drive.google.com/open?id=0BxIl9Fv9u436UWF5d0dLNFZUNzQ">Treatment Matrix</a>';'TzF6KeyEeP7';220;0.25;0.25;5;89;30;87
34;'NG HNQIS ICM.DTC-230';'NG HNQIS ICM.DTC-230-Diag2-COUNSELING';;'COUNSELING';;'DNg1vKVrrXW';230;0.00;0.00;5;49;30;
35;'NG HNQIS ICM.DTC-240';'NG HNQIS ICM.DTC-240-Diag2-Provider counsels caregiver on proper dosage (no. of doses/days, side effects)';;'Provider counsels caregiver on proper dosage (no. of doses/days, side effects)';'<p><strong>Counsel the mother on both illnesses and medications separately:</strong></p><ul><li>Specific doses per day,</li><li>Total number of days,</li><li>Potential side effects including severe side effects that require a return visit to hospital.</li></ul>';'MCzaZRWH6sa';240;0.25;0.25;5;53;30;87
36;'NG HNQIS ICM.DTC-250';'NG HNQIS ICM.DTC-250-Diag2-Provider gives first dose of oral medicine on site';;'Provider gives first dose of oral medicine on site';'<ul><li>Administer first dose of oral medication on site in front of caregiver and wait 30 minutes to ensure retention of drugs. Ensure caregiver understands how to administer at home.</li><li>If patient vomits within 30 minutes, repeat the dose.</li><li>For children with fever, advise the mother to expose the child and to tepid sponge whenever the child has fever in addition to giving paracetamol.</li></ul>';'Y95mwlBuIe3';250;0.25;0.25;5;53;30;87
37;'NG HNQIS ICM.DTC-260';'NG HNQIS ICM.DTC-260-Diag2-Provider advises referral if condition worsens';;'Provider advises referral if condition worsens';'<p><strong>Advise referral if condition worsens</strong></p><ul><li>Explain to caregiver that child should be taken to tertiary facility if condition worsens.</li><li>Advise on various tertiary facility options.</li><li>If a referral is needed, write a comprehensive referral note, give supplies and instructions needed while the child is being transferred to the referral hospital.</li></ul>';'Yds3cQUuQs5';260;0.25;0.25;5;53;30;87
38;'NG HNQIS ICM.DTC-270';'NG HNQIS ICM.DTC-270-Diag3-DIAGNOSIS AND TREATMENT';;'DIAGNOSIS AND TREATMENT';;'mLd9BBtZORK';270;0.00;0.00;6;49;;
39;'NG HNQIS ICM.DTC-280';'NG HNQIS ICM.DTC-280-Diag3-Was a third diagnosis made?';;'Was a third diagnosis made?';'<p>A child may have more than 2 illnesses. Identify each of the diagnoses separately to be able to assess, classify and treat each illness correctly.</p>';'loUWHTEsDO3';280;0.00;0.00;6;53;;88
40;'NG HNQIS ICM.DTC-290';'NG HNQIS ICM.DTC-290-Diag3-Diagnosis 3 based on supervisor''s observation';;'Diagnosis 3 based on supervisor''s observation';;'ktZYDILdaqL';290;0.00;0.00;6;50;39;
41;'NG HNQIS ICM.DTC-300';'NG HNQIS ICM.DTC-300-Diag3-Treatment 3 administered';;'Treatment 3 administered';;'L4rXMs2WbEv';300;0.00;0.00;6;51;39;
42;'NG HNQIS ICM.DTC-310';'NG HNQIS ICM.DTC-310-Diag3-Does diagnosis 3 match treatment 3?';;'Does diagnosis 3 match treatment 3?';'<a href="https://drive.google.com/open?id=0BxIl9Fv9u436NG1Va2tnNkp6aFk">Diagnosis Matrix</a><br /><br />
<a href="https://drive.google.com/open?id=0BxIl9Fv9u436UWF5d0dLNFZUNzQ">Treatment Matrix</a>';'j0UJ3UU26QU';310;0.25;0.25;6;89;39;88
43;'NG HNQIS ICM.DTC-320';'NG HNQIS ICM.DTC-320-Diag3-COUNSELING';;'COUNSELING';;'lp7JD2jZwwa';320;0.00;0.00;6;49;39;
44;'NG HNQIS ICM.DTC-330';'NG HNQIS ICM.DTC-330-Diag3-Provider counsels caregiver on proper dosage (no. of doses/days, side effects)';;'Provider counsels caregiver on proper dosage (no. of doses/days, side effects)';'<p><strong>Counsel the mother on three different illnesses and medications separately:</strong></p><ul><li>Specific doses per day,</li><li>Total number of days,</li><li>Potential side effects including severe side effects that require a return visit to hospital.</li></ul>';'mwLZoacHTT2';330;0.25;0.25;6;53;39;88
45;'NG HNQIS ICM.DTC-340';'NG HNQIS ICM.DTC-340-Diag3-Provider gives first dose of oral medicine on site';;'Provider gives first dose of oral medicine on site';'<ul><li>Administer first dose of oral medication on site in front of caregiver and wait 30 minutes to ensure retention of drugs. Ensure caregiver understands how to administer at home.</li><li>If patient vomits within 30 minutes, repeat the dose.</li><li>For children with fever, advise the mother to expose the child and to tepid sponge whenever the child has fever in addition to giving paracetamol.</li></ul>';'LxzDZugMib8';340;0.25;0.25;6;53;39;88
46;'NG HNQIS ICM.DTC-350';'NG HNQIS ICM.DTC-350-Diag3-Provider advises referral if condition worsens';;'Provider advises referral if condition worsens';'<p><strong>Advise referral if condition worsens</strong></p><ul><li>Explain to caregiver that child should be taken to tertiary facility if condition worsens.</li><li>Advise on various tertiary facility options.</li><li>If a referral is needed, write a comprehensive referral note, give supplies and instructions needed while the child is being transferred to the referral hospital.</li></ul>';'xVYdUxhOkFz';350;0.25;0.25;6;53;39;88
48;'NG HNQIS ICM.IPE-300';'NG HNQIS ICM.IPE-300-RDT-Assembles new test packet, swab, buffer, pipette, lancet and gloves';;'Assembles new test packet, swab, buffer, pipette, lancet and gloves';'<ul><li>Saves time by avoiding unnecessary movements looking for supplies after starting the procedure.</li><li>Reduces the risk of sharps injuries caused by reaching out for objects.</li><li>Ensures there is no movement during the test procedure that might prolong the time for performing the test leading to inaccurate results.</li></ul>';'X1Iv65lckOJ';300;0.03;0.03;59;53;;84
49;'NG HNQIS ICM.IPE-310';'NG HNQIS ICM.IPE-310-RDT-Puts a new pair of gloves';;'Puts a new pair of gloves';'<ul><li>Gloves will protect you and the patient from contracting blood-borne diseases such as HIV, Hepatitis B among others.</li><li>A new pair of gloves will protect the second patient from exposure to infections from the first patient.</li></ul>';'HmtBmdbwrKn';310;0.07;0.07;59;53;;84
50;'NG HNQIS ICM.IPE-320';'NG HNQIS ICM.IPE-320-RDT-(i) Checks expiry date on package (ii) checks dessicant satchet is dry (iii) Write''s patient''s name or ID on cassette (iv) Places cassette on a level surface';;'(i) Checks expiry date on package (ii) checks dessicant satchet is dry (iii) Write''s patient''s name or ID on cassette (iv) Places cassette on a level surface';'<p>(i)<strong> Always check the expiry date on the RDT package</strong>-an expired RDT kit will give incorrect results.</p><p>(ii) <strong>Check if desiccant sachet is dry</strong>-A wet desiccant means the RDT has been exposed to excessive moisture and therefore is damaged. A damaged RDT will give incorrect results.</p><p>(iii) <strong>Always write the patient''s name or ID on cassette</strong>- This will avoid mix up of results with other patients and prevents giving a patient incorrect results.</p><p>(iv)<strong>Place cassette on a level surface</strong>- a tilted surface will interfere with the lateral flow of blood and buffer during the test and will result in incorrect results.</p>';'wkMQqrykhld';320;0.03;0.03;59;53;;84
51;'NG HNQIS ICM.IPE-330';'NG HNQIS ICM.IPE-330-RDT-Cleans finger with antiseptic/ alcohol';;'Cleans finger with antiseptic/ alcohol';'<p>Antiseptic/alcohol kills bacteria on the finger surface. This prevents introduction of infection into the tissues when pricking the finger to obtain a blood sample.</p>';'lGtu8MalMSv';330;0.07;0.07;59;53;;84
52;'NG HNQIS ICM.IPE-340';'NG HNQIS ICM.IPE-340-RDT-Allows finger to dry before pricking it';;'Allows finger to dry before pricking it';'<p>Alcohol/antiseptic hemolyses blood. Hemolysed blood will not give correct results and will lead to misdiagnosis.</p>';'paRa36Fkb0U';340;0.03;0.03;59;53;;84
53;'NG HNQIS ICM.IPE-350';'NG HNQIS ICM.IPE-350-RDT-Use a sterile lancet for finger pricking';;'Use a sterile lancet for finger pricking';'<p>Prevents cross-infecting a patient with blood borne diseases such as HIV or Hepatitis B from a contaminated lancet.</p>';'cFe1yfFbCmz';350;0.07;0.07;59;53;;84
54;'NG HNQIS ICM.IPE-360';'NG HNQIS ICM.IPE-360-RDT-Puncture the side of the ball of the finger';;'Puncture the side of the ball of the finger';'<p>A puncture to the side of the ball of the finger is less painful than a puncture to the finger tip.</p>';'u9hgsWuU7KW';360;0.03;0.03;59;53;;84
55;'NG HNQIS ICM.IPE-370';'NG HNQIS ICM.IPE-370-RDT-Provider disposes of lancent in sharps bin immediately after pricking finger';;'Provider disposes of lancent in sharps bin immediately after pricking finger';'<p>Prevents accidental sharps injuries to you and others which may occur if lancets are not disposed of immediately.</p>';'Uszpq9cNj0D';370;0.07;0.07;59;53;;84
56;'NG HNQIS ICM.IPE-380';'NG HNQIS ICM.IPE-380-RDT-Collect blood with the enclosed pipette making sure to fill close to the first cross line';;'Collect blood with the enclosed pipette making sure to fill close to the first cross line';'<p>Using the enclosed pipette ensures the correct amount of blood is collected. Using too little or too much blood can cause the test kit to give an incorrect result.</p>';'wxnjYJLh6Ei';380;0.03;0.03;59;53;;84
57;'NG HNQIS ICM.IPE-390';'NG HNQIS ICM.IPE-390-RDT-Using a pipette, blots blood onto the pad in the correct well';;'Using a pipette, blots blood onto the pad in the correct well';'<ul><li>Putting blood into the wrong well will give incorrect results.</li><li>For test accuracy, blood needs to reach and be absorbed by the pad at the bottom of the well.</li></ul>';'PRTIMtzo4QP';390;0.07;0.07;59;53;;84
58;'NG HNQIS ICM.IPE-400';'NG HNQIS ICM.IPE-400-RDT-Disposes of the used pipette in the sharps container immediately after use';;'Disposes of the used pipette in the sharps container immediately after use';'<p>Dispose of used pipette into the sharps container immediately after use to prevent contamination of surfaces and transmission of blood borne diseases.</p>';'l7XzFQwPVE6';400;0.03;0.03;59;53;;84
59;'NG HNQIS ICM.IPE-410';'NG HNQIS ICM.IPE-410-RDT-Dispense correct number of drops of the buffer into the correct well';;'Dispense correct number of drops of the buffer into the correct well';'<p>The test will not work correctly if too much or too little buffer is added. Adding buffer in the wrong well will also give in an invalid result.</p>';'n78vS0IFgXA';410;0.07;0.07;59;53;;84
60;'NG HNQIS ICM.IPE-420';'NG HNQIS ICM.IPE-420-RDT-Wait correct time before reading results';;'Wait correct time before reading results';'<p><strong>Read the results within the specified time</strong><br />Reading the results before or after the recommended time will result in interpretation of incorrect results.</p>';'abebZreBAKZ';420;0.07;0.07;59;53;;84
61;'NG HNQIS ICM.IPE-430';'NG HNQIS ICM.IPE-430-RDT-Read the test results correctly';;'Read the test results correctly';'<p><strong>If you do not read results correctly, the patient will not get the correct treatment. Understand what each line means:</strong></p><ul><li>Line at Control Line position AND Line at Test Line position = Positive (the result is positive even if the test line is very faint)</li><li>Line at Control Line and NO LINE at Test Line position = negative</li><li>No line at Control Line position BUT line at Test Line = invalid</li><li>No line at Control Line position AND NO LINE at Test Line position = invalid</li><li>A control line must be present for the result to be valid but the control line does not prove that the RDT result is accurate.</li></ul>';'N8lieqR6DfQ';430;0.07;0.07;59;53;;84
62;'NG HNQIS ICM.IPE-440';'NG HNQIS ICM.IPE-440-RDT-Record results in the register';;'Record results in the register';'<ul><li>Recording results immediately ensures they are not forgotten.</li><li>Ensures records will be available for patient follow up, tracking treatment responses, forecasting and planning for commodities.</li></ul>';'S3M04ToBrDE';440;0.03;0.03;59;53;;84
63;'NG HNQIS ICM.IPE-450';'NG HNQIS ICM.IPE-450-RDT-Dispose gloves, wrappers, alcohol swab and dessicant safely';;'Dispose gloves, wrappers, alcohol swab and dessicant safely';'<p>Proper waste segregation at source and disposal ensures infection prevention and safety to you and others.</p>';'C9mhLc7JqFy';450;0.07;0.07;59;53;;84
64;'NG HNQIS ICM.IPE-460';'NG HNQIS ICM.IPE-460-RDT-Should RDT have been undertaken based on symptoms?';;'Should RDT have been undertaken based on symptoms?';'<p><strong>Perform RDT only for suspected malaria cases to avoid wastage of resources and delayed diagnosis. Undertake for:</strong></p><ul><li>A patient with fever in a high malaria risk area.</li><li>A patient with fever and history of travel to high risk malaria area in the last 2 weeks.</li><li>A patient with fever and no other symptoms indicative of any other illness in a low risk area.</li></ul>';'AdXWpb6zFO2';460;0.03;0.03;59;53;;84
65;'NG HNQIS ICM.WE-100';'NG HNQIS ICM.WE-100-Workplace-Adequate water supply (sufficient for outlet operations)';;'Adequate water supply (sufficient for outlet operations)';'<p><strong>For infection prevention, ensure adequate water is available for:</strong></p><ul><li>Hand washing before and after procedures</li><li>Cleaning work place</li></ul>';'B1MIrWMtG9B';100;0.20;0.20;8;53;;90
