26;'KE HNQIS ICM.DTC-150';'KE HNQIS ICM.DTC-150-Diag1-Provider counsels caregiver on proper dosage (no. of doses/days, side effects)';;'Provider counsels caregiver on proper dosage (no. of  doses/days, side effects)';'<p><strong>Counsel on proper dosage</strong></p><ul><li>Counsel the mother on specific doses per day, total number of days, and potential side effects; including severe side effects that require a return visit to hospital.</li></ul>';'cFanNUmcPoD';150;0.25;0.25;4;53;;86
27;'KE HNQIS ICM.DTC-160';'KE HNQIS ICM.DTC-160-Diag1-Provider gives first dose of oral medicine on site';;'Provider gives first dose of oral medicine on site';'<ul><li>Administer first dose of oral medication on site in front of caregiver and wait 30 minutes to ensure retention of drugs. Ensure caregiver understands how to administer at home.</li><li>If patient vomits within 30 minutes, repeat the dose.</li><li>';'IYVXLbCx6Um';160;0.25;0.25;4;53;;86
28;'KE HNQIS ICM.DTC-170';'KE HNQIS ICM.DTC-170-Diag1-Provider advises referral if condition worsens';;'Provider advises referral if condition worsens';'<p><strong>Advise referral if condition worsens</strong></p><ul><li>Explain to caregiver that child should be taken to tertiary facility if condition worsens.</li><li>Advise on various tertiary facility options.</li><li>If a referral is needed, write a co';'kMjqZQnflCG';170;0.25;0.25;4;53;;86
29;'KE HNQIS ICM.DTC-180';'KE HNQIS ICM.DTC-180-Diag2-DIAGNOSIS AND TREATMENT';;'DIAGNOSIS AND TREATMENT';;'rbc2Y6VNKV9';180;0.00;0.00;5;49;;
30;'KE HNQIS ICM.DTC-190';'KE HNQIS ICM.DTC-190-Diag2-Was a second diagnosis made?';;'Was a second diagnosis made?';'<p>A child may have more than 1 illness. If a second illness is present, make a second diagnosis to be able treat each illness identified correctly.</p>';'E4c56evcHqT';190;0.00;0.00;5;53;;87
31;'KE HNQIS ICM.DTC-200';'KE HNQIS ICM.DTC-200-Diag2-Diagnosis 2 based on supervisor''s observation';;'Diagnosis 2 based on supervisor''s observation';;'fbn5HC8FSC3';200;0.00;0.00;5;50;30;
32;'KE HNQIS ICM.DTC-210';'KE HNQIS ICM.DTC-210-Diag2-Treatment 2 administered';;'Treatment 2 administered';;'rvFZCUTdevT';210;0.00;0.00;5;51;30;
33;'KE HNQIS ICM.DTC-220';'KE HNQIS ICM.DTC-220-Diag2-Does diagnosis 2 match treatment 2?';;'Does diagnosis 2 match treatment 2?';'<a href="https://drive.google.com/open?id=0BwFVG9gNmqDyekZKazRkVkdndWM">Diagnosis Matrix</a><br /><br />
<a href="https://drive.google.com/open?id=0BwFVG9gNmqDyZ1JsZ3ZZME55dTQ">Treatment Matrix</a>';'JBVRAXn3CIR';220;0.25;0.25;5;89;30;87
34;'KE HNQIS ICM.DTC-230';'KE HNQIS ICM.DTC-230-Diag2-COUNSELING';;'COUNSELING';;'cIWw0Vx3Mro';230;0.00;0.00;5;49;30;
35;'KE HNQIS ICM.DTC-240';'KE HNQIS ICM.DTC-240-Diag2-Provider counsels caregiver on proper dosage (no. of doses/days, side effects)';;'Provider counsels caregiver on proper dosage (no. of  doses/days, side effects)';'<p><strong>Counsel the mother on both illnesses and medications separately:</strong></p><ul><li>Specific doses per day,</li><li>Total number of days,</li><li>Potential side effects including severe side effects that require a return visit to hospital.</li';'YCzqn2t3COz';240;0.25;0.25;5;53;30;87
36;'KE HNQIS ICM.DTC-250';'KE HNQIS ICM.DTC-250-Diag2-Provider gives first dose of oral medicine on site';;'Provider gives first dose of oral medicine on site';'<ul><li>Administer first dose of oral medication on site in front of caregiver and wait 30 minutes to ensure retention of drugs. Ensure caregiver understands how to administer at home.</li><li>If patient vomits within 30 minutes, repeat the dose.</li><li>';'e1L2YqP0qan';250;0.25;0.25;5;53;30;87
37;'KE HNQIS ICM.DTC-260';'KE HNQIS ICM.DTC-260-Diag2-Provider advises referral if condition worsens';;'Provider advises referral if condition worsens';'<p><strong>Advise referral if condition worsens</strong></p><ul><li>Explain to caregiver that child should be taken to tertiary facility if condition worsens.</li><li>Advise on various tertiary facility options.</li><li>If a referral is needed, write a co';'afGjFxCixc7';260;0.25;0.25;5;53;30;87
38;'KE HNQIS ICM.DTC-270';'KE HNQIS ICM.DTC-270-Diag3-DIAGNOSIS AND TREATMENT';;'DIAGNOSIS AND TREATMENT';;'fcE82FZozAj';270;0.00;0.00;6;49;;
39;'KE HNQIS ICM.DTC-280';'KE HNQIS ICM.DTC-280-Diag3-Was a third diagnosis made?';;'Was a third diagnosis made?';'<p>A child may have more than 2 illnesses. Identify each of the diagnoses separately to be able to assess, classify and treat each illness correctly.</p>';'hIM9lLeKHJb';280;0.00;0.00;6;53;;88
40;'KE HNQIS ICM.DTC-290';'KE HNQIS ICM.DTC-290-Diag3-Diagnosis 3 based on supervisor''s observation';;'Diagnosis 3 based on supervisor''s observation';;'l5ZUNsibumv';290;0.00;0.00;6;50;39;
41;'KE HNQIS ICM.DTC-300';'KE HNQIS ICM.DTC-300-Diag3-Treatment 3 administered';;'Treatment 3 administered';;'djKii6gITXf';300;0.00;0.00;6;51;39;
42;'KE HNQIS ICM.DTC-310';'KE HNQIS ICM.DTC-310-Diag3-Does diagnosis 3 match treatment 3?';;'Does diagnosis 3 match treatment 3?';'<a href="https://drive.google.com/open?id=0BwFVG9gNmqDyekZKazRkVkdndWM">Diagnosis Matrix</a><br /><br />
<a href="https://drive.google.com/open?id=0BwFVG9gNmqDyZ1JsZ3ZZME55dTQ">Treatment Matrix</a>';'L1zxd5ITj1o';310;0.25;0.25;6;89;39;88
43;'KE HNQIS ICM.DTC-320';'KE HNQIS ICM.DTC-320-Diag3-COUNSELING';;'COUNSELING';;'pZZtmxSlFir';320;0.00;0.00;6;49;39;
44;'KE HNQIS ICM.DTC-330';'KE HNQIS ICM.DTC-330-Diag3-Provider counsels caregiver on proper dosage (no. of doses/days, side effects)';;'Provider counsels caregiver on proper dosage (no. of  doses/days, side effects)';'<p><strong>Counsel the mother on three different illnesses and medications separately:</strong></p><ul><li>Specific doses per day,</li><li>Total number of days,</li><li>Potential side effects including severe side effects that require a return visit to ho';'MqJRCmqNAV0';330;0.25;0.25;6;53;39;88
45;'KE HNQIS ICM.DTC-340';'KE HNQIS ICM.DTC-340-Diag3-Provider gives first dose of oral medicine on site';;'Provider gives first dose of oral medicine on site';'<ul><li>Administer first dose of oral medication on site in front of caregiver and wait 30 minutes to ensure retention of drugs. Ensure caregiver understands how to administer at home.</li><li>If patient vomits within 30 minutes, repeat the dose.</li><li>';'UEVglDv2MJv';340;0.25;0.25;6;53;39;88
46;'KE HNQIS ICM.DTC-350';'KE HNQIS ICM.DTC-350-Diag3-Provider advises referral if condition worsens';;'Provider advises referral if condition worsens';'<p><strong>Advise referral if condition worsens</strong></p><ul><li>Explain to caregiver that child should be taken to tertiary facility if condition worsens.</li><li>Advise on various tertiary facility options.</li><li>If a referral is needed, write a co';'TdZz4WeR1a7';350;0.25;0.25;6;53;39;88
48;'KE HNQIS ICM.IPE-300';'KE HNQIS ICM.IPE-300-RDT-Assembles new test packet, swab, buffer, pipette, lancet and gloves';;'Assembles new test packet, swab, buffer, pipette, lancet and gloves';'<ul><li>Saves time by avoiding unnecessary movements looking for supplies after starting the procedure.</li><li>Reduces the risk of sharps injuries caused by reaching out for objects.</li><li>Ensures there is no movement during the test procedure that mig';'cSrpwKbzgv0';300;0.03;0.03;59;53;;84
49;'KE HNQIS ICM.IPE-310';'KE HNQIS ICM.IPE-310-RDT-Puts a new pair of gloves';;'Puts a new pair of gloves';'<ul><li>Gloves will protect you and the patient from contracting blood-borne diseases such as HIV, Hepatitis B among others.</li><li>A new pair of gloves will protect the second patient from exposure to infections from the first patient.</li></ul>';'EEPVnjh2Dfs';310;0.07;0.07;59;53;;84
50;'KE HNQIS ICM.IPE-320';'KE HNQIS ICM.IPE-320-RDT-(i) Checks expiry date on package (ii) checks dessicant satchet is dry (iii) Write''s patient''s name or ID on cassette (iv) Places cassette on a level surface';;'(i) Checks expiry date on package (ii) checks dessicant satchet is still dry (iii) Write''s patient''s name or ID on cassette (iv) Places cassette on a level surface';'<p>(i)<strong> Always check the expiry date on the RDT package</strong>-an expired RDT kit will give incorrect results.</p><p>(ii) <strong>Check if desiccant sachet is dry</strong>-A wet desiccant means the RDT has been exposed to excessive moisture and t';'Muj8exukIzX';320;0.03;0.03;59;53;;84
51;'KE HNQIS ICM.IPE-330';'KE HNQIS ICM.IPE-330-RDT-Cleans finger with antiseptic/ alcohol';;'Cleans finger with antiseptic/ alcohol';'<p>Antiseptic/alcohol kills bacteria on the finger surface. This prevents introduction of infection into the tissues when pricking the finger to obtain a blood sample.</p>';'F2yGp071G03';330;0.07;0.07;59;53;;84
52;'KE HNQIS ICM.IPE-340';'KE HNQIS ICM.IPE-340-RDT-Allows finger to dry before pricking it';;'Allows finger to dry before pricking it';'<p>Alcohol/antiseptic hemolyses blood. Hemolysed blood will not give correct results and will lead to misdiagnosis.</p>';'jHEh5eumNei';340;0.03;0.03;59;53;;84
53;'KE HNQIS ICM.IPE-350';'KE HNQIS ICM.IPE-350-RDT-Use a sterile lancet for finger pricking';;'Use a sterile lancet for finger pricking';'<p>Prevents cross-infecting a patient with blood borne diseases such as HIV or Hepatitis B from a contaminated lancet.</p>';'QnENH1vQ2R1';350;0.07;0.07;59;53;;84
54;'KE HNQIS ICM.IPE-360';'KE HNQIS ICM.IPE-360-RDT-Puncture the side of the ball of the finger';;'Puncture the side of the ball of the finger';'<p>A puncture to the side of the ball of the finger is less painful than a puncture to the finger tip.</p>';'WSrXoGVpPMS';360;0.03;0.03;59;53;;84
55;'KE HNQIS ICM.IPE-370';'KE HNQIS ICM.IPE-370-RDT-Provider disposes of lancent in sharps bin immediately after pricking finger';;'Provider disposes of lancent in sharps bin immediately after pricking finger';'<p>Prevents accidental sharps injuries to you and others which may occur if lancets are not disposed of immediately.</p>';'wBwZeTNAgtx';370;0.07;0.07;59;53;;84
56;'KE HNQIS ICM.IPE-380';'KE HNQIS ICM.IPE-380-RDT-Collect blood with the enclosed pipette making sure to fill close to the first cross line';;'Collect blood with the enclosed pipette making sure to fill close to the first cross line';'<p>Using the enclosed pipette ensures the correct amount of blood is collected. Using too little or too much blood can cause the test kit to give an incorrect result.</p>';'GJ57589isGt';380;0.03;0.03;59;53;;84
57;'KE HNQIS ICM.IPE-390';'KE HNQIS ICM.IPE-390-RDT-Using a pipette, blots blood onto the pad in the correct well';;'Using a pipette, blots blood onto the pad in the correct well';'<ul><li>Putting blood into the wrong well will give incorrect results.</li><li>For test accuracy, blood needs to reach and be absorbed by the pad at the bottom of the well.</li></ul>';'kLrIZ5aU6j3';390;0.07;0.07;59;53;;84
58;'KE HNQIS ICM.IPE-400';'KE HNQIS ICM.IPE-400-RDT-Disposes of the used pipette in the sharps container immediately after use';;'Disposes of the used pipette in the sharps container immediately after use';'<p>Dispose of used pipette into the sharps container immediately after use to prevent contamination of surfaces and transmission of blood borne diseases.</p>';'IDXxlbkprd3';400;0.03;0.03;59;53;;84
59;'KE HNQIS ICM.IPE-410';'KE HNQIS ICM.IPE-410-RDT-Dispense correct number of drops of the buffer into the correct well';;'Dispense correct number of drops of the buffer into the correct well';'<p>The test will not work correctly if too much or too little buffer is added. Adding buffer in the wrong well will also give in an invalid result.</p>';'OzbeJE9BcGV';410;0.07;0.07;59;53;;84
60;'KE HNQIS ICM.IPE-420';'KE HNQIS ICM.IPE-420-RDT-Wait correct time before reading results';;'Wait correct time before reading results';'<p><strong>Read the results within the specified time</strong><br />Reading the results before or after the recommended time will result in interpretation of incorrect results.</p>';'J2HYONlqYMV';420;0.07;0.07;59;53;;84
61;'KE HNQIS ICM.IPE-430';'KE HNQIS ICM.IPE-430-RDT-Read the test results correctly';;'Read the test results correctly';'<p><strong>If you do not read results correctly, the patient will not get the correct treatment. Understand what each line means:</strong></p><ul><li>Line at Control Line position AND Line at Test Line position = Positive (the result is positive even if t';'dJfRin4v2yR';430;0.07;0.07;59;53;;84
62;'KE HNQIS ICM.IPE-440';'KE HNQIS ICM.IPE-440-RDT-Record results in the register';;'Record results in the register';'<ul><li>Recording results immediately ensures they are not forgotten.</li><li>Ensures records will be available for patient follow up, tracking treatment responses, forecasting and planning for commodities.</li></ul>';'iPvxR49HzDW';440;0.03;0.03;59;53;;84
63;'KE HNQIS ICM.IPE-450';'KE HNQIS ICM.IPE-450-RDT-Dispose gloves, wrappers, alcohol swab and dessicant safely';;'Dispose gloves, wrappers, alcohol swab and dessicant safely';'<p>Proper waste segregation at source and disposal ensures infection prevention and safety to you and others.</p>';'HnGmMNAWqpS';450;0.07;0.07;59;53;;84
64;'KE HNQIS ICM.IPE-460';'KE HNQIS ICM.IPE-460-RDT-Should RDT have been undertaken based on symptoms?';;'Should RDT have been undertaken based on symptoms?';'<p><strong>Perform RDT only for suspected malaria cases to avoid wastage of resources and delayed diagnosis. Undertake for:</strong></p><ul><li>A patient with fever in a high malaria risk area.</li><li>A patient with fever and history of travel to high ri';'T8R6dpJawDs';460;0.03;0.03;59;53;;84
65;'KE HNQIS ICM.WE-100';'KE HNQIS ICM.WE-100-Workplace-Adequate water supply (sufficient for outlet operations)';;'Adequate water supply (sufficient for outlet operations)';'<p><strong>For infection prevention, ensure adequate water is available for:</strong></p><ul><li>Hand washing before and after procedures</li><li>Cleaning work place</li></ul>';'O5X3ix4ai8i';100;0.20;0.20;8;53;;90
66;'KE HNQIS ICM.WE-110';'KE HNQIS ICM.WE-110-Workplace-Adequate lighting (sufficient for reading test)';;'Adequate lighting (sufficient for reading test)';'<p><strong>Provide adequate lighting for RDT procedure area</strong><br/>Good light is needed to be able to read the test results correctly. In conditions of poor lighting, one may not see the test lines clearly or a faint positive may be missed.</p>';'PaNn0Tc6Zbj';110;0.20;0.20;8;53;;90
67;'KE HNQIS ICM.WE-120';'KE HNQIS ICM.WE-120-Workplace-Space for conducting RDT (confidentiality)';;'Space for conducting RDT (confidentiality)';'<p><strong>Provide adequate space for conducting RDT</strong></p><ul><li>There should be adequate space to allow client confidentiality and both visual and auditory privacy.</li><li>Adequate space to perform the test reduces the risk of sustaining sharps';'hJ4cnNyQrj7';120;0.20;0.20;8;53;;90
68;'KE HNQIS ICM.WE-130';'KE HNQIS ICM.WE-130-Workplace-Presence of job aids';;'Presence of job aids';'<p><strong>Have job aids and display them prominently</strong><br/>Job aids act as quick reference points and provide standardize procedures for the provider.</p>';'GMlHJdNNpWz';130;0.20;0.20;8;53;;90
69;'KE HNQIS ICM.WE-140';'KE HNQIS ICM.WE-140-Workplace-RDTs stored in a dry place away from direct sunlight';;'RDTs stored in a dry place away from direct sunlight';'<p><strong>RDTs are sensitive to heat</strong><br/>If subjected to hot conditions above those stated by the manufacturer, the RDTs will lose sensitivity before the expiry date indicated on the package.</p>';'VElhtsnldEn';140;0.20;0.20;8;53;;90
70;'KE HNQIS ICM.WE-150';'KE HNQIS ICM.WE-150-ESC-Alcohol, Lancets, Gloves';;'Alcohol, Lancets, Gloves';'<p><strong>To perform RDT procedure safely, have:</strong></p><ul><li>Alcohol for swabbing finger-prick sites</li><li>Sterile lancets to prevent cross-infections</li><li>Gloves to reduce risk of exposure to potentially infectious material</li></ul>';'tN0VqAYq5PO';150;0.11;0.11;9;53;;91
71;'KE HNQIS ICM.WE-160';'KE HNQIS ICM.WE-160-ESC-Timers, lead/grease pencils, marker pens';;'Timers, lead/grease pencils, marker pens';'<p><strong>To perform RDT procedure safely, have:</strong></p><ul><li>Alcohol for swabbing finger-prick sites</li><li>Sterile lancets to prevent cross-infections</li><li>Gloves to reduce risk of exposure to potentially infectious material</li></ul>';'VdfeNubOD5v';160;0.11;0.11;9;53;;91
73;'KE HNQIS ICM.WE-170';'KE HNQIS ICM.WE-170-ESC-Cotton wool, Disinfectants, Soap';;'Cotton wool, Disinfectants, Soap';'<p>These are needed for infection prevention.</p><ul><li>Cotton wool to swab fingers with alcohol.</li><li>Disinfectants for decontaminating equipment and work surfaces.</li><li>Soap for hand washing and cleaning the work environment.</li></ul>';'lTULjceTTXb';180;0.11;0.11;9;53;;91
74;'KE HNQIS ICM.WE-180';'KE HNQIS ICM.WE-180-ESC-Sharps container';;'Sharps container';'<p>To safely dispose of sharps immediately after use to avoid injuries to patients, health providers and cleaners.</p>';'GIIdtnHssQx';190;0.11;0.11;9;53;;91
75;'KE HNQIS ICM.WE-190';'KE HNQIS ICM.WE-190-ESC-Quality assured RDTs in stock on day of visit';;'Quality assured RDTs in stock on day of visit';'<p>Quality assured RDTs should always be in stock for immediate testing and appropriate treatment.</p>';'n5Z1UsSMa6I';200;0.11;0.11;9;53;;91
76;'KE HNQIS ICM.WE-200';'KE HNQIS ICM.WE-200-ESC-Expired RDTs in stock on day of visit';;'Expired RDTs in stock on day of visit';'<ul><li>Adhere to First-to-expire first-out (FEFO) procedures when dispatching RDTs from the store to the provider.</li><li>Establish policy and procedure to manage short -expiry RDTs.</li><li>Avoid overstocking.</li><li>Do proper forecasting to avoid was';'HUjWgkgNxXb';210;0.11;0.11;9;74;;91
77;'KE HNQIS ICM.WE-210';'KE HNQIS ICM.WE-210-ESC-RDTs stock out for MORE THAN 1 WEEK / 7 days in the past 3 months';;'RDTs stock out for MORE THAN 1 WEEK / 7 days in the past 3 months';'<p>Stock out data is critical for monitoring supply chain performance and highlighting supply gaps that may be present.</p>';'dbgv4XjNOJO';220;0.11;0.11;9;74;;91
78;'KE HNQIS ICM.WE-220';'KE HNQIS ICM.WE-220-ESC-Quality assured ACTs in stock';;'Quality assured ACTs in stock';'<p><strong>Quality assured ACTs should always be in stock</strong> to ensure that all confirmed cases of malaria are started on ACTs immediately, reducing risk of complications and death.</p>';'actcOSDx0gw';230;0.11;0.11;9;53;;91
