14;'HNQIS-ICM-I&PE-230';'HNQIS-ICM-I&PE-Phy Ex-230-Provider checks whether the patient is awake .If the patient is not awake, checks for consciousness/lethargy (try to wake)';;'Provider checks whether the patient is awake .If the patient is not awake, checks for consciousness/lethargy (try to wake)';'<p><strong>Check whether the patient is awake, check for consciounsness/lethargy</strong><br />Try to wake the child. A child unable to be awoken is unconscious. A lethargic child looks weak and is not interested in the surroundings. Unconsciousness or lethargy are danger signs that require urgent attention.</p><ul><li>If the child is brought in convulsing or convulses at the facility, give diazepam.</li><li>Complete the rest of the assessment and any pre-referral treatment immediately, treat to prevent low sugar, keep warm and refer urgently.</li></ul><p><a href="https://www.youtube.com/watch?v=hNhLYQeGHRo&feature=player_detailpage">Checking for danger signs</a></p>';'qgpYXcecVJM';230;1.00;1.00;3;53;;3
15;'HNQIS-ICM-I&PE-240';'HNQIS-ICM-I&PE-Phy Ex-240-Provider checks for signs of malnutrition – visible emaciation (marasmus or kwashiorkor), pallor (anemia), oedema. Measure MUAC';;'Provider checks for signs of malnutrition – visible emaciation (marasmus or kwashiorkor), pallor (anemia), oedema. Measure MUAC';'<p><strong>Check for signs of malnutrition and anaemia in ALL children</strong><br />A child may not have specific symptoms that point to malnutrition or anaemia and a mother may not have noticed the child to be malnourished.</p><ul><li><strong>Check for visible emaciation</strong> which is a sign of marasmus</li><li><strong>Check for palmar pallor</strong> which is a sign of anaemia. Classify pallor to severe or some pallor</li><li><strong>Check for oedema</strong> of both feet which is a sign of kwashiorkor. Check for other signs of kwashiorkor which include dry, scaly skin, hair changes, puffy or moon face</li></ul><p><img src="https://drive.google.com/open?id=0Bx05i_ZJuoZVa3NCYmlrWjA1QVk"></p><ul><li><strong>Measure MUAC in a child more than 6 months.</strong> MUAC is a quick and easy way to assess nutritional status even in a very sick child <img src="https://drive.google.com/open?id=0Bx05i_ZJuoZVa3NCYmlrWjA1QVk"></li></ul><p>All the above signs are required for classification of acute malnutrition to be able to identify the appropriate treatment.</p>';'YpLXsvcPBGs';240;1.00;1.00;3;53;;3
16;'HNQIS-ICM-I&PE-250';'HNQIS-ICM-I&PE-Phy Ex-250-Provider weighs the patient. Checks weight on a growth chart.';;'Provider weighs the patient. Checks weight on a growth chart.';'<p><strong>Weigh all children during ALL visits and chart weight on a growth chart</strong><br />Weight is important for determining the growth pattern of the child. It is also used to determine whether the child has acute malnutrition using WFH/L z scores<br />To determine the growth:</p><ul><li>Calculate age of the child in months</li><li>Find a point on the chart where the line for the child''s age meets the line for the child''s weight:<ul><li>If the point is <em>below the bottom curve</em>, the child is very low weight for age</li><li>If the point is <em>on or above the bottom curve</em>, the child is <strong>not</strong> very low weight for age</li></ul></li><li>Determine if the growth is faltering by the curve flattening/dropping for at least 2 consecutive months.</li></ul><p>For very low weight children and growth faltering, pay special attention to the feeding and treat any underlying illnesses.</p>';'CyMbNyWfZh6';250;1.00;1.00;3;53;;3
17;'HNQIS-ICM-I&PE-260';'HNQIS-ICM-I&PE-Phy Ex-260-Provider assesses the respiratory system – counts breaths, checks for chest indrawing, stridor, wheezing, listens to breath sounds.';;'Provider assesses the respiratory system – counts breaths, checks for chest indrawing, stridor, wheezing, listens to breath sounds.';'<p><strong>In any child with cough or difficult breathing assess the respiratory system.<br />Count breaths per minute</strong></p><ul><li>Count the breaths in one minute to determine if there is fast breathing. Fast breathing is a sign of pneumonia. Count the breaths when the child is calm.</li></ul><p><em><u>Fast Breathing rates</u></em><br /><em>-From birth up to 2 months: 60 breaths per minute or more<br />-2 months up to 12 months: 50 breaths per minute or more<br />-12months up to 5 years: 40 breaths per minute or more</em></p><ul><li><strong>Check for chest in drawing</strong><ul><li>Chest in drawing is a sign of pneumonia. Observe if there is any inward movement of the lower chest wall when the baby is breathing in.</li></ul></li><li><strong>Listen to the breath sounds</strong><ul><li>Listen to breath sounds to be able to determine presence, and differentiate wheezing from stridor.Stridor (occurs during inspiration) while wheezing (occurs during expiration). Stridor in a calm child is a sign of severe pneumonia and may also indicate airway obstruction. Asthma is the commonest cause of wheezing.</li></ul></li></ul><p>If wheezing with either fast breathing or chest indrawing: Give a trial of rapid acting inhaled bronchodilator for up to three times 15-20 minutes apart. Count the breaths and look for chest indrawing again, and then classify.</p>';'tBJfygM3V5Q';260;1.00;1.00;3;53;;3
18;'HNQIS-ICM-I&PE-270';'HNQIS-ICM-I&PE-Phy Ex-270-Provider checks for dehydration – looks for sunken eyes, pinches the skin, offers the patient water if awake.';;'Provider checks for dehydration – looks for sunken eyes, pinches the skin, offers the patient water if awake.';'<p><strong>Check for signs of dehydration in ALL childrem with diarrhoea</strong><br/>&bull;<strong>Check for sunken eyes.</strong> Sunken eyes is one of the signs of dehydration.If you are not sure whether the eyes are sunken, ask the mother if the child''s eye appear unsual. Sunken fontanel is a sign of severe dehydration.<br/>&bull;<strong>Pinch the skin of the abdomen</strong> and determine if the skin pinch returns very slowly, longer than 2 seconds (one of the signs of severe dehydration) or slowly (one of the signs of some dehydration) (picture of how to do skin pinch).<br/>&bull;<strong>Check ability to drink.</strong> Offer the child fluid and determine if the child is able to drink or not,drinking poorly or drinking eagerly/thirsty. Drinking poorly or not able to drink is one of the signs of severe dehydration. Drinking eargerly or thirsty child is one of the signs of some dehydration.<br/>Use the signs to classify dehydration to be able to identify the best rehydration plan.<br /><a href="https://www.youtube.com/watch?v=2XHpSgiE7OE&feature=player_detailpage">Assessing a child with diarrhoea</a></p>';'y2gAYUNyyrx';270;1.00;1.00;3;53;;3
19;'HNQIS-ICM-I&PE-280';'HNQIS-ICM-I&PE-Phy Ex-280-Provider checks the temperature.';;'Provider checks the temperature.';'<p><strong>Check temperature in ALL children to determine if there is fever</strong></p><p>Axillary temperature above 37.5&deg;C is fever and below 35.5&deg;C is hypothermia.</p><ul><li>If fever is present, examine for measles, stiff neck, runny nose or other causes of fever.</li><li>Take blood sample for malaria testing if determined to have malaria risk on the inquiry.</li><li>Give paracetamol for fever above 38.5 and expose the child.</li></ul><p>Classify the illness to be able to identify treatment as per the guidelines.</p>';'PgBXw3hxzjZ';280;1.00;1.00;3;53;;3
20;'HNQIS-ICM-I&PE-290';'HNQIS-ICM-I&PE-Phy Ex-290-Provider takes blood sample for rapid diagnostic test or microscopy in the laboratory.';;'Provider takes blood sample for rapid diagnostic test or microscopy in the laboratory.';'<p><strong>For determined high malaria risk, take a blood sample for testing for malaria.</strong><br />Malaria must be confirmed parasitologicaly using Rapid Diagnostic Testing (RDT) or microscopy in the laboratory <strong>before giving any antimalarials</strong>. Giving antimalarials without testing leads to unnecessary ACT use which is expensive, may lead to early ACT resistance and leads to delay in investigating the patient for the real cause of fever.</p>';'NodHHmDmNkE';290;1.00;1.00;3;53;;3
21;'HNQIS-ICM-D,T&C-100';'HNQIS-ICM-D,T&C-Diag1-100-DIAGNOSIS AND TREATMENT';;'DIAGNOSIS AND TREATMENT';;'fz5MTTsOTA1';100;0.00;0.00;4;49;;
22;'HNQIS-ICM-D,T&C-110';'HNQIS-ICM-D,T&C-Diag1-110-Diagnosis 1 based on supervisor''s observation';;'Diagnosis 1 based on supervisor''s observation';;'h8jxRGcOqLf';110;0.00;0.00;4;50;;
23;'HNQIS-ICM-D,T&C-120';'HNQIS-ICM-D,T&C-Diag1-120-Treatment 1 administered';;'Treatment 1 administered';;'r1BTbbj12cu';120;0.00;0.00;4;51;;
24;'HNQIS-ICM-D,T&C-130';'HNQIS-ICM-D,T&C-Diag1-130-Does diagnosis 1 match treatment 1?';;'Does diagnosis 1 match treatment 1?';'<a href="https://drive.google.com/open?id=0BwFVG9gNmqDyekZKazRkVkdndWM">Diagnosis Matrix</a><br /><br />
<a href="https://drive.google.com/open?id=0BwFVG9gNmqDyZ1JsZ3ZZME55dTQ">Treatment Matrix</a>';'M0dwjE6TviV';130;1.00;1.00;4;15;;4
25;'HNQIS-ICM-D,T&C-140';'HNQIS-ICM-D,T&C-Diag1-140-COUNSELING';;'COUNSELING';;'lgpaUPiyzCD';140;0.00;0.00;4;49;;
26;'HNQIS-ICM-D,T&C-150';'HNQIS-ICM-D,T&C-Diag1-150-Provider counsels caregiver on proper dosage (no. of  doses/days, side effects)';;'Provider counsels caregiver on proper dosage (no. of  doses/days, side effects)';'<p><strong>Counsel on proper dosage</strong></p><ul><li>Counsel the mother on the number of doses to give the child per day. This will ensure that she does not underdose or overdose the child.</li><li>Counsel the mother on the total number of days of treatment. If this is not explained, the mother may stop giving the medication when she sees that the child seems better. This may lead to recurrence of the illness and/or development of drug resistance.</li><li>Explain the side effects. This will ensure that the mother does not stop treatment due to an otherwise minor side effect.The mother should also be informed of the severe side effects that will require her to bring the child back hospital.</li></ul>';'ZUbFS8Sn9VK';150;1.00;1.00;4;53;;4
27;'HNQIS-ICM-D,T&C-160';'HNQIS-ICM-D,T&C-Diag1-160-Provider gives first dose of oral medicine on site';;'Provider gives first dose of oral medicine on site';'<p><strong>Always start the first dose of oral medication on site</strong></p><ul><li>Starting the oral medication immediately will prevent worsening of the disease.</li><li>The provider is able to assess if the child retains oral drugs. If the child vomits before 30 minutes are over after giving the drug, repeat the dose.</li><li>The provider is able to demonstrate and teach the mother or caregiver how to administer the drug at home and to check her understanding.</li><li>For children with fever, advise the mother to expose the child and to tepid sponge whenever the child has fever in addition to giving paracetamol.</li></ul>';'m1jEwtOohjp';160;1.00;1.00;4;53;;4
28;'HNQIS-ICM-D,T&C-170';'HNQIS-ICM-D,T&C-Diag1-170-Provider advises referral if condition worsens';;'Provider advises referral if condition worsens';'<p><strong>Advice the mother that the child may need referral if the child''s condition worses</strong></p><ul><li>Explain to the mother that at times sick children may worsen or not respond to the drugs even after correct treatment is given.</li><li>Discuss with the mother the various tertiary facility options in case referral is needed, calm any fears she may be having and resolve any problems.</li><li>If a referral is needed, write a comprehensive referral note, give supplies and instructions needed while the child is being transfered to the referral hospital.</li></ul>';'fDe9e9mBb4r';170;1.00;1.00;4;53;;4
29;'HNQIS-ICM-D,T&C-180';'HNQIS-ICM-D,T&C-Diag2-180-DIAGNOSIS AND TREATMENT';;'DIAGNOSIS AND TREATMENT';;'dMmQivtqMHQ';180;0.00;0.00;5;49;;
30;'HNQIS-ICM-D,T&C-190';'HNQIS-ICM-D,T&C-Diag2-190-Was a second diagnosis made?';;'Was a second diagnosis made?';'<p>A child may have more than 1 illness. If a second illness is present, make a second diagnosis to be able treat each illness identified correctly.</p>';'d2o7cifME4z';190;0.00;0.00;5;53;;5
31;'HNQIS-ICM-D,T&C-200';'HNQIS-ICM-D,T&C-Diag2-200-Diagnosis 2 based on supervisor''s observation';;'Diagnosis 2 based on supervisor''s observation';;'QnFBHcybOXC';200;0.00;0.00;5;50;30;
32;'HNQIS-ICM-D,T&C-210';'HNQIS-ICM-D,T&C-Diag2-210-Treatment 2 administered';;'Treatment 2 administered';;'fLfac9AuABJ';210;0.00;0.00;5;51;30;
33;'HNQIS-ICM-D,T&C-220';'HNQIS-ICM-D,T&C-Diag2-220-Does diagnosis 2 match treatment 2?';;'Does diagnosis 2 match treatment 2?';'<a href="https://drive.google.com/open?id=0BwFVG9gNmqDyekZKazRkVkdndWM">Diagnosis Matrix</a><br /><br />
<a href="https://drive.google.com/open?id=0BwFVG9gNmqDyZ1JsZ3ZZME55dTQ">Treatment Matrix</a>';'gWrt5jLpQHY';220;1.00;1.00;5;15;30;5
34;'HNQIS-ICM-D,T&C-230';'HNQIS-ICM-D,T&C-Diag2-230-COUNSELING';;'COUNSELING';;'nLtnatD5p07';230;0.00;0.00;5;49;30;
35;'HNQIS-ICM-D,T&C-240';'HNQIS-ICM-D,T&C-Diag2-240-Provider counsels caregiver on proper dosage (no. of  doses/days, side effects)';;'Provider counsels caregiver on proper dosage (no. of  doses/days, side effects)';'<p><strong>Counsel on proper dosage</strong></p><ul><li>Counsel the mother that the child has 2 different illnesses. Counsel on each medication for each illness separately.</li><li>Counsel the mother on the number of doses to give the child per day. This will ensure that she does not underdose or overdose the child.</li><li>Counsel the mother on the total number of days of treatment. If this is not explained, the mother may stop giving the medication when sees that the child seems better. This may lead to recurrence of the illness and/or development of drug resistance.</li><li>Explain the side effects.This will ensure that the mother does not stop treatment due to an otherwise minor side effect. The mother should also be informed of the severe side effects that will require her to bring the child back to hospital.</li></ul>';'Nj2upW78aPs';240;1.00;1.00;5;53;30;5
36;'HNQIS-ICM-D,T&C-250';'HNQIS-ICM-D,T&C-Diag2-250-Provider gives first dose of oral medicine on site';;'Provider gives first dose of oral medicine on site';'<p><strong>Always start the first dose of oral medication on site.</strong></p><ul><li>Starting the oral medication immediately will prevent worsening of the disease.</li><li>The provider is able to assess if the child retains oral drugs. If the child vomits before 30 minutes are over after giving the drug, repeat the dose.</li><li>The provider is able to demonstrate and teach the mother or caregiver how to administer the drug at home and to check her understanding.</li><li>For children with fever, advise the mother to expose the child and to tepid sponge whenever the child has fever in addition to giving paracetamol.</li></ul>';'q45wkwfepMR';250;1.00;1.00;5;53;30;5
37;'HNQIS-ICM-D,T&C-260';'HNQIS-ICM-D,T&C-Diag2-260-Provider advises referral if condition worsens';;'Provider advises referral if condition worsens';'<p><strong>Advice the mother that the child may need referral if the child''s condition worsens</strong></p><ul><li>Explain to the mother that at times sick children may worsen or not respond to the drugs even after correct treatment is given.</li><li>Discuss with the mother the various tertiary facility options in case referral is needed, calm any fears she may be having and resolve any problems.</li><li>If a referral is needed, write a comprehensive referral note, give supplies and instructions needed while the child is being transfered to the referral hospital.</li></ul>';'AL4VpR0VjHm';260;1.00;1.00;5;53;30;5
38;'HNQIS-ICM-D,T&C-270';'HNQIS-ICM-D,T&C-Diag3-270-DIAGNOSIS AND TREATMENT';;'DIAGNOSIS AND TREATMENT';;'VBba0bWJEP1';270;0.00;0.00;6;49;;
39;'HNQIS-ICM-D,T&C-280';'HNQIS-ICM-D,T&C-Diag3-280-Was a third diagnosis made?';;'Was a third diagnosis made?';'<p>A child may have more than 2 illnesses. Identify each ot the diagnoses separately to be able to assess, classify and treat each illness correctly.</p>';'lI97dA4gYzG';280;0.00;0.00;6;53;;6
40;'HNQIS-ICM-D,T&C-290';'HNQIS-ICM-D,T&C-Diag3-290-Diagnosis 3 based on supervisor''s observation';;'Diagnosis 3 based on supervisor''s observation';;'PGMv3dw2BYd';290;0.00;0.00;6;50;39;
41;'HNQIS-ICM-D,T&C-300';'HNQIS-ICM-D,T&C-Diag3-300-Treatment 3 administered';;'Treatment 3 administered';;'ahTgXn992wv';300;0.00;0.00;6;51;39;
42;'HNQIS-ICM-D,T&C-310';'HNQIS-ICM-D,T&C-Diag3-310-Does diagnosis 3 match treatment 3?';;'Does diagnosis 3 match treatment 3?';'<a href="https://drive.google.com/open?id=0BwFVG9gNmqDyekZKazRkVkdndWM">Diagnosis Matrix</a><br /><br />
<a href="https://drive.google.com/open?id=0BwFVG9gNmqDyZ1JsZ3ZZME55dTQ">Treatment Matrix</a>';'vgG9mXhJ8UZ';310;1.00;1.00;6;15;39;6
43;'HNQIS-ICM-D,T&C-320';'HNQIS-ICM-D,T&C-Diag3-320-COUNSELING';;'COUNSELING';;'hZ5lgYcLuO3';320;0.00;0.00;6;49;39;
44;'HNQIS-ICM-D,T&C-330';'HNQIS-ICM-D,T&C-Diag3-330-Provider counsels caregiver on proper dosage (no. of  doses/days, side effects)';;'Provider counsels caregiver on proper dosage (no. of  doses/days, side effects)';'<p><strong>Counsel on proper dosage</strong></p><ul><li>Counsel the mother that the child has 3 different illness. Counsel on each medication for each of the illness separately.</li><li>Counsel the mother on the number of doses to give the child per day.This will ensure that she does not underdose or overdose the child.</li><li>Counsel the mother on the total number of days of treatment. If this is not explained to the mother, she may stop giving the medication when sees that the child seems better. This may lead to recurrence of the illness and/or development of drug resistance.</li><li>Explain the side effects.This will ensure that the mother does not stop treatment due to an otherwise minor side effect.The mother should also be informed of the severe side effects that will require her to bring the child back to hospital.</li></ul>';'aiMMvuriqGI';330;1.00;1.00;6;53;39;6
45;'HNQIS-ICM-D,T&C-340';'HNQIS-ICM-D,T&C-Diag3-340-Provider gives first dose of oral medicine on site';;'Provider gives first dose of oral medicine on site';'<p><strong>Always start the first dose of oral medication on site</strong></p><ul><li>Starting the oral medication immediately will prevent worsening of the disease.</li><li>The provider is able to assess if the child retains oral drugs. If the child vomits before 30 minutes are over after giving the drug, repeat the dose.</li><li>The provider is able to demonstrate and teach the mother or caregiver how to administer the drug at home and to check her understanding.</li><li>For children with fever, advise the mother to expose the child and to tepid sponge whenever the child has fever in addition to giving paracetamol.</li></ul>';'NiAXMnXDbXu';340;1.00;1.00;6;53;39;6
46;'HNQIS-ICM-D,T&C-350';'HNQIS-ICM-D,T&C-Diag3-350-Provider advises referral if condition worsens';;'Provider advises referral if condition worsens';'<p><strong>Advice the mother that the child may need referral if the child''s condition worsens</strong></p><ul><li>Explain to the mother that at times sick children may worsen or not respond to the drugs even after correct treatment is given.</li><li>Discuss with the mother the various tertiary facility options in case referral is needed, calm any fears she may be having and resolve any problems.</li><li>If a referral is needed, write a comprehensive referral note, give supplies and instructions needed while the child is being transfered to the referral hospital.</li></ul>';'qMtzqKvfc9H';350;1.00;1.00;6;53;39;6
48;'HNQIS-ICM-RDT-110';'HNQIS-ICM-RDT-RDT-110-Assembles new test packet, swab, buffer, pipette, lancet and gloves';;'Assembles new test packet, swab, buffer, pipette, lancet and gloves';;'IJebXactxMg';300;0.03;0.03;59;53;;7
49;'HNQIS-ICM-RDT-120';'HNQIS-ICM-RDT-RDT-120-Puts a new pair of gloves';;'Puts a new pair of gloves';;'eCPVti0KQtG';310;0.07;0.07;59;53;;7
50;'HNQIS-ICM-RDT-130';'HNQIS-ICM-RDT-RDT-130-(i) Checks expiry date on package (ii) checks dessicant satchet is still dry (iii) Write''s patient''s name or ID on cassette (iv) Places cassette on a level surface';;'(i) Checks expiry date on package (ii) checks dessicant satchet is still dry (iii) Write''s patient''s name or ID on cassette (iv) Places cassette on a level surface';;'PZBDgiokcy5';320;0.03;0.03;59;53;;7
51;'HNQIS-ICM-RDT-140';'HNQIS-ICM-RDT-RDT-140-Cleans finger with antiseptic/ alcohol';;'Cleans finger with antiseptic/ alcohol';;'iAKFd68uxJ2';330;0.07;0.07;59;53;;7
52;'HNQIS-ICM-RDT-150';'HNQIS-ICM-RDT-RDT-150-Allows finger to dry before pricking it';;'Allows finger to dry before pricking it';;'ckbv6XI6MkH';340;0.03;0.03;59;53;;7
53;'HNQIS-ICM-RDT-160';'HNQIS-ICM-RDT-RDT-160-Use a sterile lancet for finger pricking';;'Use a sterile lancet for finger pricking';;'TdnnCfPjvtG';350;0.07;0.07;59;53;;7
