20;'TZ_MAL.QA-Gen OTSS-290';'TZ_MAL.QA-Gen OTSS-HR_T-Are there OPD staff trained in malaria case management in the last two years?-290';;'Are there OPD staff trained in malaria case management in the last two years?';'xhtfJsXITH0';290;10.00;10.00;2;53;;1
21;'TZ_MAL.QA-Gen OTSS-300';'TZ_MAL.QA-Gen OTSS-HR_T-Number of clinical staff trained in case management in last 2 years-300';;'Number of clinical staff trained in case management in last 2 years';'zM9QyyvTdFo';300;0.00;0.00;2;24;20;
22;'TZ_MAL.QA-Gen OTSS-310';'TZ_MAL.QA-Gen OTSS-HR_T-Name of organization that conducted case management training-310';;'Name of organization that conducted case management training';'uJnd8zgF7ek';310;0.00;0.00;2;26;20;
23;'TZ_MAL.QA-Gen OTSS-320';'TZ_MAL.QA-Gen OTSS-HF Infra-ANC SERVICES-320';;'ANC SERVICES';'UDSPjrZrYGq';320;0.00;0.00;3;49;;
24;'TZ_MAL.QA-Gen OTSS-330';'TZ_MAL.QA-Gen OTSS-HF Infra-Does this facility provide antenatal care services-330';;'Does this facility provide antenatal care services?';'uiqiBBSBmlV';330;0.00;0.00;3;53;;
25;'TZ_MAL.QA-Gen OTSS-340';'TZ_MAL.QA-Gen OTSS-HF Infra-Where are these services provided?-340';;'Where are these services provided?';'Um0V8qB9Xlc';340;0.00;0.00;3;33;24;
26;'TZ_MAL.QA-Gen OTSS-350';'TZ_MAL.QA-Gen OTSS-HF Infra-Do you have a protocol/SOP for testing and treating pregnant women for malaria?-350';;'Do you have a protocol/SOP for testing and treating pregnant women for malaria?';'A2X7CYi2gaO';350;1.00;1.00;3;53;24;1
27;'TZ_MAL.QA-Gen OTSS-360';'TZ_MAL.QA-Gen OTSS-HF Infra-Do you provide antimalarial prophylaxis?-360';;'Do you provide antimalarial prophylaxis? (IPT)? (Verify using HIMS register no. 6)';'mXmS9jhLv5F';360;1.00;1.00;3;53;24;1
28;'TZ_MAL.QA-Gen OTSS-370';'TZ_MAL.QA-Gen OTSS-HF Infra-Do you provide prophylaxis greater than two times during pregnancy?-370';;'Do you provide prophylaxis (IPT) greater than two times during pregnancy?';'IwEWgiV5l7y';370;1.00;1.00;3;53;24;1
29;'TZ_MAL.QA-Gen OTSS-380';'TZ_MAL.QA-Gen OTSS-HF Infra-Do you test pregnant women for HIV?-380';;'Do you test pregnant women for HIV?';'E49dYrSEGwS';380;1.00;1.00;3;53;24;1
30;'TZ_MAL.QA-Gen OTSS-390';'TZ_MAL.QA-Gen OTSS-HF Infra-Do you test pregnant women for anemia?-390';;'Do you test pregnant women for anemia?';'Slroh2dsQ11';390;1.00;1.00;3;53;24;1
31;'TZ_MAL.QA-Gen OTSS-400';'TZ_MAL.QA-Gen OTSS-HF Infra-INPATIENT SERVICES AND REFERRAL SYSTEMS-400';;'INPATIENT SERVICES AND REFERRAL SYSTEMS';'Gcig3af0JRM';400;0.00;0.00;3;49;;
32;'TZ_MAL.QA-Gen OTSS-410';'TZ_MAL.QA-Gen OTSS-HF Infra-Does this facility have overnight/inpatient beds?-410';;'Does this facility have overnight/inpatient beds?';'HMZ54GBLFMz';410;0.00;0.00;3;53;;
33;'TZ_MAL.QA-Gen OTSS-420';'TZ_MAL.QA-Gen OTSS-HF Infra-Does this facility generally refer patients with severe malaria to a higher level facility-420';;'Does this facility generally refer patients with severe malaria to a higher level facility?';'hRuFfqzUm7q';420;0.00;0.00;3;53;;
34;'TZ_MAL.QA-Gen OTSS-430';'TZ_MAL.QA-Gen OTSS-HF Infra-What level of HF?-430';;'What level of HF?';'PPjHMJgaYMg';430;0.00;0.00;3;88;33;
35;'TZ_MAL.QA-Gen OTSS-440';'TZ_MAL.QA-Gen OTSS-HF Infra-Do you have a contact phone number for the referral HF?-440';;'Do you have a contact phone number for the referral HF?';'PVOHdb4G5u5';440;1.00;1.00;3;53;33;1
36;'TZ_MAL.QA-Gen OTSS-450';'TZ_MAL.QA-Gen OTSS-HF Infra-Do you normally give a verbal report or travel with a severely ill patient to the referral facility?-450';;'Do you normally give a verbal report or travel with a severely ill patient to the referral facility?';'URLB9yaLG2N';450;1.00;1.00;3;53;33;1
37;'TZ_MAL.QA-Gen OTSS-460';'TZ_MAL.QA-Gen OTSS-HF Infra-Do you give written report to the referral facility?-460';;'Do you give written report to the referral facility?';'Y2I5yC2cpfi';460;1.00;1.00;3;53;33;1
38;'TZ_MAL.QA-Gen OTSS-470';'TZ_MAL.QA-Gen OTSS-HF Infra-Is there a readily available transport system (ambulance) for severely ill patients?-470';;'Is there a readily available transport system (ambulance) for severely ill patients?';'VI0JazTqSU4';470;1.00;1.00;3;53;33;1
39;'TZ_MAL.QA-Gen OTSS-480';'TZ_MAL.QA-Gen OTSS-HF Infra-Do you usually get any feedback on patients transported to a higher level facility-480';;'Do you usually get any feedback on patients transported to a higher level facility?';'k1xajC8UIHM';480;1.00;1.00;3;53;33;1
40;'TZ_MAL.QA-Gen OTSS-490';'TZ_MAL.QA-Gen OTSS-HF Infra-MALARIA REFERENCE MATERIAL-490';;'MALARIA REFERENCE MATERIAL';'GZBsX7UHkLw';490;0.00;0.00;3;49;;
41;'TZ_MAL.QA-Gen OTSS-500';'TZ_MAL.QA-Gen OTSS-HF Infra-Only tick ''Yes'' if you can verify that the following are physically available-500';;'Are the following malaria reference materials available? 
(Only tick ''Yes'' if you can verify that the following are physically available)';'H8JFNU6fv7S';500;0.00;0.00;3;49;;
42;'TZ_MAL.QA-Gen OTSS-510';'TZ_MAL.QA-Gen OTSS-HF Infra-MOH guidelines for case management (diagnosis and treatment) present in the facility-510';;'MOH guidelines for case management (diagnosis and treatment) present in the facility';'lMzvSfjbQSw';510;1.00;1.00;3;53;;1
43;'TZ_MAL.QA-Gen OTSS-520';'TZ_MAL.QA-Gen OTSS-HF Infra-Is it the most recent version?-520';;'Is it the most recent version?';'yh3sYVKx2g4';520;0.00;0.00;3;53;42;
44;'TZ_MAL.QA-Gen OTSS-530';'TZ_MAL.QA-Gen OTSS-HF Infra-Algorithms for case management in the OPT-530';;'Algorithms for case management in the OPD';'DRZQLtxyq6N';530;1.00;1.00;3;53;;1
45;'TZ_MAL.QA-Gen OTSS-540';'TZ_MAL.QA-Gen OTSS-HF Infra-Is it the most recent version?-540';;'Is it the most recent version?';'C0uXHnnfvkd';540;0.00;0.00;3;53;44;
46;'TZ_MAL.QA-Gen OTSS-550';'TZ_MAL.QA-Gen OTSS-HF Infra-MALARIA REPORTING-550';;'MALARIA REPORTING';'q2wCZ3SXxMN';550;0.00;0.00;3;49;;
47;'TZ_MAL.QA-Gen OTSS-560';'TZ_MAL.QA-Gen OTSS-HF Infra-Gather source documents for malaria reporting, including registers, tally sheets and monthly reporting forms-560';;'Gather source documents for malaria reporting, including registers, tally sheets and monthly reporting forms';'pr8xlwf2x8d';560;0.00;0.00;3;49;;
48;'TZ_MAL.QA-Gen OTSS-570';'TZ_MAL.QA-Gen OTSS-HF Infra-Are there malaria monthly reports available at this facility for the last three months?-570';;'Are there malaria monthly reports available at this facility for the last three months?';'hHdxWkvKfK1';570;0.00;0.00;3;53;;
49;'TZ_MAL.QA-Gen OTSS-580';'TZ_MAL.QA-Gen OTSS-HF Infra-Is there a staff member assigned to conduct monthly tallies?-580';;'Is there a staff member assigned to conduct monthly summary forms?';'okrlTLc4dns';580;1.00;1.00;3;53;;1
50;'TZ_MAL.QA-Gen OTSS-590';'TZ_MAL.QA-Gen OTSS-HF Infra-Has any staff member been trained in monthly reporting?-590';;'Has any staff member been trained in monthly reporting?';'P0V87V6AdyD';590;1.00;1.00;3;53;;1
51;'TZ_MAL.QA-Gen OTSS-600';'TZ_MAL.QA-Gen OTSS-HF Infra-Are monthly reports verified by a second person before submission?-600';;'Are monthly reports verified by a second person before submission?';'fhFhXyvFcSD';600;1.00;1.00;3;53;;1
52;'TZ_MAL.QA-Gen OTSS-610';'TZ_MAL.QA-Gen OTSS-HF Infra-What is the format for monthly reporting?-610';;'What is the format for monthly reporting?';'iPoqj6dSdEw';610;0.00;0.00;3;9;;
53;'TZ_MAL.QA-Gen OTSS-620';'TZ_MAL.QA-Gen OTSS-HF Infra-Do monthly reports submitted include:-620';;'Do monthly reports submitted include:';'zTlYOpWGgVB';620;0.00;0.00;3;49;;
54;'TZ_MAL.QA-Gen OTSS-630';'TZ_MAL.QA-Gen OTSS-HF Infra-Separate columns for patients under 5 and over 5?-630';;'Separate columns for patients under 5 and over 5?';'udDM087klxC';630;1.00;1.00;3;53;;1
55;'TZ_MAL.QA-Gen OTSS-640';'TZ_MAL.QA-Gen OTSS-HF Infra-Separate columns for male and female?-640';;'Separate columns for male and female?';'WcEEtw6p8S8';640;1.00;1.00;3;53;;1
56;'TZ_MAL.QA-Gen OTSS-650';'TZ_MAL.QA-Gen OTSS-HF Infra-Column or row for the total number of patients seen at the facility/department?-650';;'Column or row for the total number of patients seen at the facility/department?';'kf2SQM9sgAy';650;1.00;1.00;3;53;;1
57;'TZ_MAL.QA-Gen OTSS-660';'TZ_MAL.QA-Gen OTSS-HF Infra-Column or row for the total number of suspected malaria patients?-660';;'Column or row for the total number of suspected malaria patients?';'QKc0vvuPWVH';660;1.00;1.00;3;53;;1
58;'TZ_MAL.QA-Gen OTSS-670';'TZ_MAL.QA-Gen OTSS-HF Infra-Column or row for the total number of patients tested for malaria?-670';;'Column or row for the total number of patients tested for malaria?';'Ly8gQSRuizH';670;1.00;1.00;3;53;;1
59;'TZ_MAL.QA-Gen OTSS-680';'TZ_MAL.QA-Gen OTSS-HF Infra-Column or row for the total number of patients who received ACTs?-680';;'Column or row for the total number of patients who received ACTs?';'qRnsLixzP3I';680;1.00;1.00;3;53;;1
60;'TZ_MAL.QA-Gen OTSS-690';'TZ_MAL.QA-Gen OTSS-HF Infra-Column or row for the total number of patients referred or admitted with suspected severe malaria?-690';;'Column or row for the total number of patients referred or admitted with suspected severe malaria?';'LmvDxIXhnW1';690;1.00;1.00;3;53;;1
61;'TZ_MAL.QA-Gen OTSS-700';'TZ_MAL.QA-Gen OTSS-HF Infra-MALARIA INFORMATION IN REGISTERS-700';;'MALARIA INFORMATION IN REGISTERS';'E3E3bv7E8vy';700;0.00;0.00;3;49;;
62;'TZ_MAL.QA-Gen OTSS-710';'TZ_MAL.QA-Gen OTSS-HF Infra-Are there outpatient registers available in this facility?-710';;'Are there outpatient registers available in this facility?';'RChzqb7MvE6';710;10.00;10.00;3;53;;1
63;'TZ_MAL.QA-Gen OTSS-720';'TZ_MAL.QA-Gen OTSS-HF Infra-If no, where is the patient information being recorded?-720';;'If no, where is the patient information being recorded?';'uTsxMJ87tEq';720;0.00;0.00;3;66;;
64;'TZ_MAL.QA-Gen OTSS-730';'TZ_MAL.QA-Gen OTSS-HF Infra-Is there a space to record the following:-730';;'Is there a space to record each of the following?:';'DTov6qT4PjC';730;0.00;0.00;3;49;;
65;'TZ_MAL.QA-Gen OTSS-740';'TZ_MAL.QA-Gen OTSS-HF Infra-Age of the patient-740';;'Age of the patient';'mHlqZlA0KwF';740;1.00;1.00;3;53;;1
66;'TZ_MAL.QA-Gen OTSS-750';'TZ_MAL.QA-Gen OTSS-HF Infra-Sex of the patient-750';;'Sex of the patient';'qYKrxGqrP2L';750;1.00;1.00;3;53;;1
67;'TZ_MAL.QA-Gen OTSS-760';'TZ_MAL.QA-Gen OTSS-HF Infra-Presumptive diagnosis-760';;'Presumptive diagnosis';'tgZH8lsHZGz';760;1.00;1.00;3;53;;1
68;'TZ_MAL.QA-Gen OTSS-770';'TZ_MAL.QA-Gen OTSS-HF Infra-Diagnostic test results-770';;'Diagnostic test results';'GwwCwwh9kwP';770;1.00;1.00;3;53;;1
69;'TZ_MAL.QA-Gen OTSS-780';'TZ_MAL.QA-Gen OTSS-HF Infra-Final diagnosis-780';;'Final diagnosis';'prZhBL8dJh9';780;1.00;1.00;3;53;;1
70;'TZ_MAL.QA-Gen OTSS-790';'TZ_MAL.QA-Gen OTSS-HF Infra-Prescriptions-790';;'Prescriptions';'ozQRk7rVVL5';790;1.00;1.00;3;53;;1
71;'TZ_MAL.QA-Gen OTSS-800';'TZ_MAL.QA-Gen OTSS-HF Infra-Are all the columns filled for each patient?-800';;'Are all the columns filled for each patient?';'dsmfDK3j7N9';800;1.00;1.00;3;53;;1
72;'TZ_MAL.QA-Gen OTSS-810';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-STOCK-OUTS OF ANTIMALARIALS-810';;'STOCK-OUTS OF ANTIMALARIALS';'j2W9OYVVezJ';810;0.00;0.00;4;49;;
83;'TZ_MAL.QA-Gen OTSS-920';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-Was there a stock out of any of the following for 7 consecutive days in the last 3 months-920';;'Was there a stock out of any of the following for 7 consecutive days in the last 3 months?';'iBrxos2oG2G';920;0.00;0.00;4;49;;
84;'TZ_MAL.QA-Gen OTSS-930';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-Artemether-Lumefantrine-930';;'Artemether-Lumefantrine';'ljoebONn13e';930;10.00;10.00;4;91;;1
85;'TZ_MAL.QA-Gen OTSS-940';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-Artesunate-Amodiaquine-940';;'Artesunate-Amodiaquine';'zAyY8J9QjUO';940;0.00;0.00;4;91;;
86;'TZ_MAL.QA-Gen OTSS-950';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-Dihydroartemisinin-piperaquine-950';;'Dihydroartemisinin-piperaquine';'y6dAO61g2Lv';950;0.00;0.00;4;91;;
87;'TZ_MAL.QA-Gen OTSS-960';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-Artesunate (injectable)-960';;'Artesunate (injectable)';'Kn3Qa7WUHGR';960;0.00;0.00;4;91;;
88;'TZ_MAL.QA-Gen OTSS-970';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-Artesunate (rectal)-970';;'Artesunate (rectal)';'eToOrLhfcVL';970;0.00;0.00;4;91;;
89;'TZ_MAL.QA-Gen OTSS-980';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-Artemether (injectable)-980';;'Artemether (injectable)';'T6AavA4halb';980;0.00;0.00;4;91;;
90;'TZ_MAL.QA-Gen OTSS-990';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-Artemisinin (rectal)-990';;'Artemisinin (rectal)';'W88z7a6RKM0';990;0.00;0.00;4;91;;
91;'TZ_MAL.QA-Gen OTSS-1000';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-Quinine (injectable)-1000';;'Quinine (injectable)';'UjErfaVY0VW';1000;0.00;0.00;4;91;;
92;'TZ_MAL.QA-Gen OTSS-1010';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-Quinine (oral)-1010';;'Quinine (oral)';'APGysp2TCQf';1010;0.00;0.00;4;91;;
93;'TZ_MAL.QA-Gen OTSS-1020';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-STOCK-OUTS OF OTHER ESSENTIAL DRUGS-1020';;'STOCK-OUTS OF OTHER ESSENTIAL DRUGS';'Za64mLlo2Q9';1020;0.00;0.00;4;49;;
106;'TZ_MAL.QA-Gen OTSS-1150';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-Was there a stock out of any of the following for 7 consecutive days in the last 3 months-1150';;'Was there a stock out of any of the following for 7 consecutive days in the last 3 months?';'Qu5YP7uITa2';1150;0.00;0.00;4;49;;
107;'TZ_MAL.QA-Gen OTSS-1160';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-Doxycycline-1160';;'Doxycycline';'iyS2XHYZZoV';1160;0.00;0.00;4;91;;
108;'TZ_MAL.QA-Gen OTSS-1170';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-Paracetamol-1170';;'Paracetamol';'rftFDPDUfnk';1170;2.00;2.00;4;91;;
109;'TZ_MAL.QA-Gen OTSS-1180';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-Ibuprofen-1180';;'Ibuprofen';'u7rdTLDnkkd';1180;0.00;0.00;4;91;;
110;'TZ_MAL.QA-Gen OTSS-1190';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-Cotrimoxazole-1190';;'Cotrimoxazole';'D69EcPcH4yL';1190;0.00;0.00;4;91;;
111;'TZ_MAL.QA-Gen OTSS-1200';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-Amoxicillin-1200';;'Amoxicillin';'wc7rUYY6OKB';1200;0.00;0.00;4;91;;
112;'TZ_MAL.QA-Gen OTSS-1210';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-Ceftriaxone-1210';;'Ceftriaxone';'tdVvl2reSBb';1210;0.00;0.00;4;91;;
113;'TZ_MAL.QA-Gen OTSS-1220';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-5% Glucose Solution-1220';;'5% Glucose Solution';'kn6xwqHZs1G';1220;0.00;0.00;4;91;;
114;'TZ_MAL.QA-Gen OTSS-1230';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-10% Glucose Solution-1230';;'10% Glucose Solution';'nwrhBxWE6uV';1230;0.00;0.00;4;91;;
115;'TZ_MAL.QA-Gen OTSS-1240';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-50% Glucose Solution-1240';;'50% Glucose Solution';'OrupkcUsvid';1240;0.00;0.00;4;91;;
116;'TZ_MAL.QA-Gen OTSS-1250';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-Injectable Diazepam-1250';;'Injectable Diazepam';'rYDxPtLPCFL';1250;0.00;0.00;4;91;;
117;'TZ_MAL.QA-Gen OTSS-1260';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-Other adjuvants/antibiotics (list)-1260';;'Other adjuvants/antibiotics (list)';'WP4I75G7le8';1260;0.00;0.00;4;25;;
118;'TZ_MAL.QA-Gen OTSS-1270';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-CLINICAL EQUIPMENT-1270';;'CLINICAL EQUIPMENT';'qb3RpDDg5UT';1270;0.00;0.00;4;49;;
119;'TZ_MAL.QA-Gen OTSS-1280';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-For each item below, is there at least one that is present and functional at the facility?-1280';;'For each item below, is there at least one that is present and functional at the facility?';'m2bE8PhQAY7';1280;0.00;0.00;4;49;;
120;'TZ_MAL.QA-Gen OTSS-1290';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-Respiratory Timers-1290';;'Respiratory Timers';'ED0jvEJKJcu';1290;1.00;1.00;4;81;;
121;'TZ_MAL.QA-Gen OTSS-1300';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-Stethoscopes-1300';;'Stethoscopes';'xJrsNW6GzvX';1300;1.00;1.00;4;81;;
122;'TZ_MAL.QA-Gen OTSS-1310';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-Otoscopes-1310';;'Otoscopes';'A8dScN7DlT8';1310;1.00;1.00;4;81;;
123;'TZ_MAL.QA-Gen OTSS-1320';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-Ophthalmoscopes-1320';;'Ophthalmoscopes';'mjBfyk8XRWq';1320;0.00;0.00;4;81;;
124;'TZ_MAL.QA-Gen OTSS-1330';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-Thermometers-1330';;'Thermometers';'TWaMlsfMiWw';1330;1.00;1.00;4;81;;
125;'TZ_MAL.QA-Gen OTSS-1340';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-Torches-1340';;'Torches';'XLFFn168yj3';1340;1.00;1.00;4;81;;
126;'TZ_MAL.QA-Gen OTSS-1350';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-Adult weighing scales-1350';;'Adult weighing scales';'e2FDnI8vRV3';1350;0.00;0.00;4;81;;
127;'TZ_MAL.QA-Gen OTSS-1360';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-Child weighing scales-1360';;'Child weighing scales';'dqAS9himYbm';1360;1.00;1.00;4;81;;
128;'TZ_MAL.QA-Gen OTSS-1370';'TZ_MAL.QA-Gen OTSS-Ph, St, Eq-Infant weighing scales-1370';;'Infant weighing scales';'suesJzzqQgk';1370;1.00;1.00;4;81;;
129;'TZ_MAL.QA-Gen OTSS-1380';'TZ_MAL.QA-Gen OTSS-Mal Diag-MALARIA DIAGNOSTICS-1380';;'MALARIA DIAGNOSTICS';'ruVWmxzSuz4';1380;0.00;0.00;5;49;;
130;'TZ_MAL.QA-Gen OTSS-1390';'TZ_MAL.QA-Gen OTSS-Mal Diag-Does this facility perform Malaria Microscopy?-1390';;'Does this facility perform malaria microscopy?';'mzDKCZfr4i9';1390;0.00;0.00;5;53;;
131;'TZ_MAL.QA-Gen OTSS-1400';'TZ_MAL.QA-Gen OTSS-Mal Diag-Does this facility perform Malaria RDTs?-1400';;'Does this facility perform malaria mRDTs?';'BXlUqT7bJix';1400;0.00;0.00;5;53;;
132;'TZ_MAL.QA-Gen OTSS-1410';'TZ_MAL.QA-Gen OTSS-RDT Assess-STOCK-OUTS FOR MALARIA RAPID DIAGNOSTIC TESTS-1410';;'STOCK-OUTS FOR MALARIA RAPID DIAGNOSTIC TESTS';'WHDsrDjUgl8';1410;0.00;0.00;6;49;131;
133;'TZ_MAL.QA-Gen OTSS-1420';'TZ_MAL.QA-Gen OTSS-RDT Assess-Did this facility experience a stock-out of malaria RDTs lasting 7 or more consecutive days during the last three months?-1420';;'Did this facility experience a stock-out of malaria mRDTs lasting 7 or more consecutive days during the last three months?';'r0nzyXhQr6T';1420;10.00;10.00;6;60;131;2
134;'TZ_MAL.QA-Gen OTSS-1430';'TZ_MAL.QA-Gen OTSS-RDT Assess-Is there a stock-out of malaria RDTs in this health facility today?-1430';;'Is there a stock-out of malaria mRDTs in this health facility today?';'ULMC3WPGo2u';1430;0.00;0.00;6;60;131;
135;'TZ_MAL.QA-Gen OTSS-1440';'TZ_MAL.QA-Gen OTSS-RDT Assess-Malaria Reference Material - RDT-1440';;'Malaria Reference Material - mRDT';'v8PJgvrAqCR';1440;0.00;0.00;6;49;131;
136;'TZ_MAL.QA-Gen OTSS-1450';'TZ_MAL.QA-Gen OTSS-RDT Assess-Only tick ''YES'' if you can verify that the following materials are physically available-1450';;'Are the following malaria reference materials available? 
(Only tick ''Yes'' if you can verify that the following are physically available)';'CcP5R26l98g';1450;0.00;0.00;6;49;131;
137;'TZ_MAL.QA-Gen OTSS-1460';'TZ_MAL.QA-Gen OTSS-RDT Assess-SOP: use of RDTs-1460';;'SOP: use of mRDTs';'JVzC4Q83ZKE';1460;2.00;2.00;6;53;131;2
138;'TZ_MAL.QA-Gen OTSS-1470';'TZ_MAL.QA-Gen OTSS-RDT Assess-Bench aid: use of RDTs-1470';;'Bench aid: use of mRDTs';'IwmBEBe5l5a';1470;2.00;2.00;6;53;131;2
139;'TZ_MAL.QA-Gen OTSS-1480';'TZ_MAL.QA-Gen OTSS-RDT Assess-EXTERNAL QUALITY ASSURANCE – RDT-1480';;'EXTERNAL QUALITY ASSURANCE – mRDT';'bLmk7onB2Xe';1480;0.00;0.00;6;49;131;
140;'TZ_MAL.QA-Gen OTSS-1490';'TZ_MAL.QA-Gen OTSS-RDT Assess-Does the laboratory conduct RDT validation exercises?-1490';;'Does this facility conduct mRDT validation exercises?';'NdUmcwP3sul';1490;2.00;2.00;6;53;131;2
141;'TZ_MAL.QA-Gen OTSS-1500';'TZ_MAL.QA-Gen OTSS-RDT Assess-Date of last validation-1500';;'If yes, date of last validation:';'jGzVchPHZkt';1500;0.00;0.00;6;27;131;
